yyyymmdd,CS,TYW,TC100,TC200,TC300,TC500,TC1000,NWPTY,FT,NE,SNE,SWF,SSWF,DS,AQIN,AQIC,AQIS,week-synoptic
19970919,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19970920,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19970921,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19970922,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19970923,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19970924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19970925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19970926,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,0
19970927,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,9,0
19970928,0,0,0,0,0,0,1,1,0,1,0,1,0,0,9,9,9,0
19970929,0,0,0,0,0,0,1,1,0,1,1,1,0,0,9,9,9,0
19970930,0,0,0,0,0,0,1,1,1,1,1,1,0,0,9,9,9,0
19971001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,9,0
19971002,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,0
19971003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971005,0,0,0,0,0,0,0,1,1,1,1,0,0,0,9,9,9,0
19971006,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971007,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19971009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971011,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971016,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971017,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971018,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9,9,9,0
19971019,0,1,0,0,0,1,1,1,0,1,1,0,0,0,9,9,9,0
19971020,0,1,0,0,0,1,1,1,0,1,0,0,0,0,9,9,9,0
19971021,0,1,0,0,0,1,1,1,0,1,0,0,0,0,9,9,9,0
19971022,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,9,0
19971023,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,9,0
19971024,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971025,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971026,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971027,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971028,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971029,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971030,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971031,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971101,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971102,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,9,9,0
19971103,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971106,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971107,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971108,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,9,0
19971109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19971115,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,9,0
19971116,0,0,0,0,0,0,1,1,1,0,0,0,0,0,9,9,9,0
19971117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971118,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971126,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19971127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971129,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19971130,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971202,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971203,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971210,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971211,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19971214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19971215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19971216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971217,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19971218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971220,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19971221,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971224,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971225,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19971227,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19971228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19971229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19971230,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19971231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980105,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980106,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980108,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980119,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980120,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980121,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0
19980125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0
19980126,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980129,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980130,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980131,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980201,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980205,1,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980207,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980210,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980217,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980220,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980223,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980226,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980227,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980228,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980315,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980317,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980320,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980322,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,0
19980323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980328,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980402,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,0
19980403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980413,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980414,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1
19980419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1
19980420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1
19980421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980425,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980426,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980427,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,0
19980428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980501,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980502,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980503,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980504,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0
19980514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980515,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980516,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,9,9,0
19980517,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980518,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980519,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980520,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980521,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,9,9,0
19980522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0
19980523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,9,9,0
19980524,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980525,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980526,0,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,0
19980527,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980528,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980530,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,9,9,0
19980531,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980601,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980602,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980603,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980604,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9,9,9,0
19980605,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980606,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9,9,9,0
19980607,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980608,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980609,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980610,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980611,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980612,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980613,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980614,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980615,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980616,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980617,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980618,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980619,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980620,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,9,0
19980621,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980622,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980623,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980624,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980625,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980706,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,9,0
19980707,0,0,0,0,0,1,1,1,0,0,0,1,1,0,9,9,9,0
19980708,0,1,0,1,1,1,1,1,0,0,0,1,1,0,9,9,9,0
19980709,0,1,1,1,1,1,1,1,0,0,0,1,1,0,9,9,9,0
19980710,0,1,1,1,1,1,1,1,0,0,0,1,0,0,9,9,9,0
19980711,0,0,1,1,1,1,1,1,0,0,0,1,1,0,9,9,9,0
19980712,0,0,0,0,1,1,1,1,0,0,0,1,1,0,9,9,9,0
19980713,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980714,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980715,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980717,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980719,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980720,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980721,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0
19980722,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,9,9,0
19980723,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,9,9,0
19980724,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,9,9,0
19980725,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,9,9,0
19980726,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,9,0
19980727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980728,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,9,0
19980729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980730,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0
19980801,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,9,0
19980802,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,9,9,0
19980803,0,1,0,1,1,1,1,1,0,0,0,0,0,0,9,9,9,0
19980804,0,1,1,1,1,1,1,1,0,0,0,1,0,0,9,9,9,0
19980805,0,1,0,0,1,1,1,1,0,0,0,1,0,0,9,9,9,0
19980806,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,9,9,0
19980807,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,9,9,0
19980808,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9,9,9,0
19980809,0,0,0,0,0,1,1,1,0,0,0,1,1,0,9,9,9,0
19980810,0,0,0,0,0,0,1,1,0,0,0,1,1,0,9,9,9,0
19980811,0,0,0,0,0,0,1,1,0,0,0,1,1,0,9,9,9,0
19980812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,1
19980813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
19980821,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,9,0
19980822,0,0,0,0,0,0,1,1,0,0,0,1,1,0,9,9,9,0
19980823,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,9,9,0
19980824,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,9,9,0
19980825,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,9,0
19980826,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,9,0
19980827,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,9,0
19980828,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,9,9,0
19980829,0,0,0,0,0,0,0,1,1,1,0,1,0,0,9,9,9,0
19980830,0,0,0,0,0,0,0,1,1,1,0,1,0,0,9,9,9,0
19980831,0,0,0,1,1,1,1,1,1,0,0,1,0,0,9,9,9,0
